Date,Close,High,Low,Open,Volume
2020-05-26,140.46522521972656,141.9038503883854,140.25175619336144,141.85744038378124,4197500
2020-05-27,142.68357849121094,142.68357849121094,139.24017205333817,142.00603731132844,5077700
2020-05-28,142.19161987304688,144.03863103666234,141.7553911769284,143.31468004360397,4601500
2020-05-29,142.66502380371094,143.05484259333366,140.53028972137852,141.82040934501816,4776100
2020-06-01,143.63027954101562,143.9458450922541,142.25663042911938,142.5814723216226,3478900
2020-06-02,144.71615600585938,144.79040919723715,143.3332168708507,144.04789144580735,4157200
2020-06-03,146.97157287597656,147.38923474350634,145.7278494503689,145.9041990341226,9496400
2020-06-04,146.5074920654297,147.24999571255623,145.36586509139153,146.37755251094762,5629200
2020-06-05,150.2664794921875,151.36169656930548,149.43115571524137,149.80240758002836,4373400
2020-06-08,152.30841064453125,152.40121653162976,150.65631573325564,151.19462670053997,5851300
2020-06-09,150.91622924804688,151.73298638734536,150.24796439439532,150.9626251209872,3200400
2020-06-10,149.79312133789062,151.51946930349334,149.44042217601321,151.11108378181422,4292900
2020-06-11,140.95716857910156,146.36824764236442,140.73442317176793,145.6350204059781,12504600
2020-06-12,142.9062957763672,145.24522201565327,139.99192493817057,145.24522201565327,6882100
2020-06-15,144.43772888183594,144.9389344482965,139.08234952855727,139.74132367400543,4859200
2020-06-16,147.212890625,148.61438268302777,144.7069051644371,148.61438268302777,4581200
2020-06-17,146.4982147216797,147.76978136440243,146.09911968362292,147.70480450015103,3702200
2020-06-18,146.618896484375,146.92518567810276,145.1895469136455,145.66290937774852,2797800
2020-06-19,145.79286193847656,148.39166798376357,145.05962024394253,148.37310113821303,3824900
2020-06-22,146.8044891357422,146.92515235017842,144.83682899948454,145.67215267482246,2561300
2020-06-23,147.37994384765625,148.48443720623328,147.1571984054895,148.1595953822901,2555100
2020-06-24,143.379638671875,146.56317901303183,142.38653225055128,146.30329990302099,3729100
2020-06-25,145.11386108398438,145.2350735652146,142.1023142249117,143.05332003715546,4029200
2020-06-26,141.73867797851562,144.6756333658335,141.46828311859952,144.49848105626413,3508500
2020-06-29,143.81788635253906,143.84585627818984,141.1140225429595,142.37271187770085,3161600
2020-06-30,145.94366455078125,146.58700119955873,143.65004562458475,144.03230596107306,4317400
2020-07-01,146.79212951660156,147.35154219712825,146.01826179306326,146.2886424546286,3640900
2020-07-02,147.37950134277344,149.24423841513254,147.18369769037722,148.52631065876614,3181600
2020-07-06,149.70115661621094,150.13937116167773,149.04850119535226,149.6452167553975,3307600
2020-07-07,148.1813507080078,149.9994810550246,147.99487981331353,148.98318835932878,2357400
2020-07-08,149.39340209960938,149.44002337038668,147.65919610511958,148.53562477920138,2434900
2020-07-09,148.47042846679688,149.83167909111071,146.64297916657594,149.70114801443924,2465200
2020-07-10,150.0647735595703,150.12071341800592,147.71519991753036,148.405158034151,2391800
2020-07-13,148.4424285888672,152.4889053761027,148.13474520732845,151.11832223416528,4694700
2020-07-14,150.3910675048828,150.50294719135383,147.07183735595407,147.7804324149649,3221300
2020-07-15,152.25584411621094,152.5728461275676,150.73607825761815,152.2838140450471,3747800
2020-07-16,151.5751953125,151.78963614261727,150.7453734628961,151.19292070855582,2190700
2020-07-17,152.15325927734375,152.4516098807485,151.1090108251999,152.06001671119455,2141100
2020-07-20,153.3187255859375,153.71031876919633,151.6031704325696,151.99476361582845,3113200
2020-07-21,153.7569122314453,154.67994805823886,153.25342521063422,154.43753733917697,2345600
2020-07-22,154.55877685546875,154.71727784106727,153.45857429561858,153.45857429561858,2723200
2020-07-23,152.87120056152344,154.9596976483318,152.05071143352333,154.4096034497042,3114900
2020-07-24,151.68707275390625,152.34904659301708,150.9504934814772,151.81760380857725,2360800
2020-07-27,152.9923858642578,153.00171865698795,151.63113544656704,152.0320471830538,2423500
2020-07-28,151.87353515625,153.1229057848609,151.7709740314048,152.55416031559517,1904900
2020-07-29,153.88748168945312,154.2417721785648,152.4050186309295,152.4050186309295,2153300
2020-07-30,153.54244995117188,153.71960225653817,151.4259835313098,152.38632202447042,2473300
2020-07-31,154.32569885253906,154.41892720314908,151.9388368292609,154.34433598656915,3159700
2020-08-03,155.66827392578125,155.98527584799143,154.91304337912803,155.2114081719021,4341600
2020-08-04,156.28366088867188,156.28366088867188,155.26738226438425,155.3419734790319,2811700
2020-08-05,157.421142578125,157.4957337883011,156.91766969295966,157.0854892457419,2683000
2020-08-06,158.1856689453125,158.2975486309942,156.89899565270636,157.21599758001562,2150900
2020-08-07,158.31619262695312,158.45604222755324,157.19735314170438,157.7754171266061,2194200
2020-08-10,158.7544403076172,158.86632001156238,157.61694922811142,158.5306666729079,2496700
2020-08-11,157.47705078125,159.74271387621553,157.08545767663705,159.43503053113056,3124600
2020-08-12,159.58424377441406,159.9198971042346,158.81969454606008,158.84766447131025,3364900
2020-08-13,159.46302795410156,160.13433459973936,158.95022229051457,159.23925432994955,2247200
2020-08-14,159.41639709472656,159.71476190900677,158.85698440817728,159.17398635323696,2213900
2020-08-17,160.09701538085938,160.23686497735093,159.7986506059234,159.83593908938266,3422400
2020-08-18,160.33946228027344,160.6191757632056,159.41641205464296,160.36743220588477,3551400
2020-08-19,159.71475219726562,160.83359172914857,159.42572019276764,160.52590836818786,2291000
2020-08-20,160.17161560058594,160.42335913763293,158.67983418978426,158.74509260201566,2184400
2020-08-21,160.5725555419922,160.64714675305615,159.8173390918454,159.9385373613579,2284500
2020-08-24,162.1109619140625,162.1109619140625,161.17859309559674,161.77530857034208,2467500
2020-08-25,162.65171813964844,162.67036949730291,161.69137950929533,162.43727732048288,5162700
2020-08-26,164.12489318847656,164.26474283007252,162.67971857576455,162.91281079630457,2441100
2020-08-27,164.51644897460938,165.29963524296608,163.65867150543536,164.58172161038087,3435300
2020-08-28,165.6632537841797,165.6912379321619,164.60035409943154,165.19706946232847,4163100
2020-08-31,165.29029846191406,166.09213599881187,164.9826151275075,165.64460307004563,3189600
2020-09-01,166.75413513183594,166.88466617093638,165.18774843581454,165.6725841068231,2877700
2020-09-02,168.98248291015625,169.38339456202354,166.90329077836796,167.82634077427997,4021900
2020-09-03,163.10855102539062,168.28319915232154,161.77525664498899,167.8263334562596,5341400
2020-09-04,161.7193145751953,164.2273881334764,157.75674842335113,163.4814904830605,4379900
2020-09-08,157.17874145507812,159.47236084468355,156.9736191712182,158.78241700517242,3976000
2020-09-09,160.25552368164062,161.43030302649026,158.8103494687533,159.27653378085785,4290400
2020-09-10,157.6262664794922,161.75666764644376,157.19738480006765,161.3557416659534,3507600
2020-09-11,157.6822052001953,159.02481853398393,156.17177231309248,158.7264679191524,3407700
2020-09-14,160.14366149902344,160.71240704153945,159.06212449305474,159.4350663258965,3080800
2020-09-15,161.05738830566406,161.89651451759732,160.46999142121962,161.48626997778337,2129700
2020-09-16,160.52590942382812,162.5864504086063,160.43268109453442,161.72867295429464,2826900
2020-09-17,159.20193481445312,159.93849973183393,157.77541202717458,158.0924139294997,2780400
2020-09-18,157.65423583984375,159.6308673558161,156.19974279863118,159.6308673558161,3178000
2020-09-21,155.75221252441406,155.76153109085732,153.16022837128295,155.21143690750498,4175300
2020-09-22,157.29994201660156,157.50505005807202,155.11818827451225,156.41418030043658,2090900
2020-09-23,153.50518798828125,157.69152873082075,153.23480731488362,157.57031624266776,2071400
2020-09-24,153.83155822753906,155.41658259764245,151.83628924302326,152.8339166218706,3792200
2020-09-25,156.3068084716797,156.75617716618538,153.09565866498355,153.32970694329302,2986000
2020-09-28,159.14349365234375,159.43371127046302,158.11367537658978,158.51624589717548,3291300
2020-09-29,158.25408935546875,159.3681615287725,157.92643031255102,159.00304675884033,2120600
2020-09-30,159.44302368164062,160.99710745243192,158.45066141130945,158.69406644275088,4786400
2020-10-01,160.77243041992188,161.2592548116544,159.7238987625033,160.7630736319708,3234100
2020-10-02,159.51795959472656,160.37925562892303,157.49577884391334,157.88897827570904,2325600
2020-10-05,162.39207458496094,162.45760067898652,160.39797854894155,160.6601114953923,2574200
2020-10-06,160.388671875,163.8151291128609,160.09843990022452,162.6448872772746,2803300
2020-10-07,163.18785095214844,163.58105042179437,161.90527070936224,161.95208323114352,1952400
2020-10-08,164.6201934814453,164.6670059941072,163.72145609309925,164.32997590218412,2335200
2020-10-09,166.00576782226562,166.29598539846552,165.18191332066095,165.61255414819206,2489200
2020-10-12,168.46795654296875,169.11393210998588,167.02622535983733,167.25090257607008,2895800
2020-10-13,167.57858276367188,168.34626804438926,167.04494578290377,168.20583049331495,2448900
2020-10-14,166.4645233154297,168.43989168965,166.16494889684887,167.7658313913736,2155600
2020-10-15,166.52066040039062,166.70791044658893,163.98358512537467,164.40486915897506,2865300
2020-10-16,166.22109985351562,167.8687946867122,166.22109985351562,167.09175264296678,1910200
2020-10-19,163.84315490722656,167.8126189300189,163.47804015711213,166.93259510021142,2713800
2020-10-20,164.41424560546875,166.04322692002262,164.0585019025377,164.67637855928092,2622900
2020-10-21,163.8524932861328,165.44401843610748,163.8524932861328,164.45165619971755,3237200
2020-10-22,165.0133819580078,165.29424273022553,163.00992940110746,164.1427292778224,3762200
2020-10-23,165.55636596679688,165.6593477677529,164.26442934636927,165.52828131973354,2412700
2020-10-26,162.55125427246094,164.2925744570929,160.65078293417477,163.87127602575197,3873600
2020-10-27,161.8958740234375,162.916335410208,161.79290649105363,162.7384564266836,2525200
2020-10-28,156.53152465820312,159.36818935492948,156.35364563676208,159.0592438364019,4617500
2020-10-29,158.01071166992188,159.59288070903708,155.87619198554654,156.81238533080509,3101000
2020-10-30,156.3348846435547,157.98257929082956,154.49058316768645,157.17745268570346,3990400
2020-11-02,157.9638671875,158.97495751004385,156.49405136109868,158.02003649122346,3741600
2020-11-03,160.99716186523438,161.92399836868853,159.47116222520125,159.8081923823504,4096000
2020-11-04,164.5078582763672,166.50195421852226,162.6073873614693,163.0473992762657,3632100
2020-11-05,167.90625,168.58966701118405,167.02622613852174,167.26963121896665,3678100
2020-11-06,167.8219757080078,168.32752799901013,166.71727466907615,167.74707854322327,3222100
2020-11-09,169.81607055664062,175.55493899037438,169.56329441276773,175.55493899037438,5549800
2020-11-10,169.53521728515625,170.0969388997624,167.6628309500345,169.4603201175305,5609200
2020-11-11,170.91139221191406,171.22969440425052,170.0032838568818,170.78968255036185,2878800
2020-11-12,169.2262725830078,170.76162881327213,168.23391010657986,170.3403447430191,3325700
2020-11-13,171.62294006347656,171.92251445182416,169.99395879284378,170.27481960297692,4769900
2020-11-16,173.7200164794922,173.7668289988373,172.3438112647622,173.7012886147191,6214800
2020-11-17,173.3268280029297,173.8417371779723,171.89445338837783,172.9710699755955,5733100
2020-11-18,171.4918670654297,173.8978904960681,171.48251027589902,173.6170296732252,3281900
2020-11-19,172.44676208496094,172.5871996177437,170.58374700252807,171.32333324856228,3038500
2020-11-20,171.53866577148438,172.41868961245274,171.47313967969615,172.41868961245274,2785700
2020-11-23,172.94297790527344,173.3829898827944,171.66975449301236,172.53105058289844,4390900
2020-11-24,175.62046813964844,175.83580284770744,173.7574529289398,174.40341419759574,5378100
2020-11-25,175.55496215820312,175.7047422214002,174.6655814281518,175.48942177384944,3459400
2020-11-27,176.1728057861328,176.35068475579791,175.70470924919206,176.12600756057685,1742500
2020-11-30,174.78729248046875,176.1260563754592,173.70130478533378,176.06051598523953,3721800
2020-12-01,177.00604248046875,177.68945946758382,176.61282879372874,177.09965322264733,3867300
2020-12-02,177.1558074951172,177.21197679269363,175.81705828563727,176.41622126840664,3831400
2020-12-03,177.51161193847656,178.15758760020978,176.95926132068408,177.24012216733018,4408600
2020-12-04,179.2903289794922,179.2903289794922,177.86732580407977,177.87668259208039,4401400
2020-12-07,179.09373474121094,179.2809704956602,178.45711603387667,179.09373474121094,4319700
2020-12-08,179.87078857421875,180.11419364256332,178.43841424456846,178.4758556838625,3449000
2020-12-09,178.1013946533203,180.34825255797213,177.41796335063378,180.25462752645575,4470500
2020-12-10,178.36354064941406,178.72865544276314,176.66903316527666,177.24946840465847,3223500
2020-12-11,178.0452117919922,178.22309078149684,176.56603914123332,177.46477659270263,3463000
2020-12-14,177.53965759277344,179.92695283706104,177.4834882928187,179.45885629054084,3530500
2020-12-15,179.97377014160156,180.00185479232687,178.2324503707667,178.9907645106963,3226100
2020-12-16,180.22650146484375,180.67588437066237,179.64606640129165,180.1890600319443,2983900
2020-12-17,181.64019775390625,181.64019775390625,180.88188359308117,181.07847615357537,4132800
2020-12-18,181.12530517578125,182.06149840487603,179.94570684978484,181.97724444269952,4542100
2020-12-21,180.6010284423828,181.01295572415466,177.70819496608627,179.3746176713093,5011900
2020-12-22,180.6384735107422,181.13465475960962,179.9456996912836,180.97550363121576,4336000
2020-12-23,180.9474334716797,181.82745742813572,180.83509485091528,181.29382040915365,3451400
2020-12-24,181.25010681152344,181.41929927325685,180.7049071961496,181.30650429876792,1744000
2020-12-28,182.39686584472656,182.92327579245767,182.1712759246177,182.91386665031683,3780500
2020-12-29,181.635498046875,183.25229298177817,181.25011042861135,183.1676967492232,4606200
2020-12-30,182.1243133544922,182.71651571161325,181.99271442437725,182.26530708561262,4314000
2020-12-31,182.96087646484375,183.17707159444544,181.6542822015209,182.124280344345,3746400
2021-01-04,180.3571319580078,183.7035173532507,178.37373868028232,183.6659238025755,8825800
2021-01-05,181.8140869140625,182.31228381735923,179.93409426971084,179.99990089700185,3894000
2021-01-06,183.44967651367188,185.0758660536995,180.91168943922762,180.94928297922613,6175700
2021-01-07,186.39187622070312,186.70207674785627,184.61528363297626,184.6340875767085,4830900
2021-01-08,187.2942657470703,187.49167128421314,185.16047009611282,187.1908655787013,7538700
2021-01-11,186.17568969726562,187.11568612255178,185.38609614239496,185.57409255881075,3858600
2021-01-12,186.8336639404297,187.0498734217635,185.49887088335083,186.4670659482968,3874100
2021-01-13,187.0404510498047,187.60445454082833,186.16626141624312,186.8054519857456,3465800
2021-01-14,186.8618927001953,188.0274934911655,186.60810397940006,187.57629919987716,4289000
2021-01-15,185.2356719970703,186.35426990959945,184.2204742531751,186.08167728858575,3444800
2021-01-19,186.9276885986328,187.09688106944247,185.95949343378098,186.73969218333085,4153700
2021-01-20,189.2870635986328,189.65366160758072,187.97107442374448,188.07447459771473,5224900
2021-01-21,189.1460723876953,189.87926841530782,188.7324716863331,189.73827469584637,2960600
2021-01-22,188.83587646484375,189.23067323216608,187.96168669646008,188.24367414225688,3045900
2021-01-25,189.3717041015625,189.83229321396388,186.44831436805745,189.19310246891357,5323200
2021-01-26,188.6854705810547,190.19886533652667,188.63846789310455,189.77586983138866,4046900
2021-01-27,184.1546630859375,187.13444938512006,182.97025866790756,187.1062506459483,6727700
2021-01-28,185.602294921875,187.6984829750241,184.9349054791091,185.02889651754546,5310100
2021-01-29,182.34988403320312,185.41426675106104,181.250090103697,184.9348738104676,8315700
2021-02-01,185.46128845214844,185.86548001039418,182.85749446612505,184.12649531510422,3900700
2021-02-02,188.12147521972656,188.90167391599158,187.10627743458195,187.24727115062726,3278700
2021-02-03,188.4035186767578,189.18371760502805,187.6139249456929,188.7701311339062,2905600
2021-02-04,190.7910614013672,190.7910614013672,188.96746617699375,189.08967029302067,2746400
2021-02-05,191.86268615722656,192.0318786424588,190.96969235101486,191.87208095867004,3127200
2021-02-08,193.58282470703125,193.6204182449895,192.49242564458817,192.8778275388799,3676700
2021-02-09,193.65805053710938,194.0622420797273,192.93424933714036,193.26325379436426,3384800
2021-02-10,193.5734405517578,194.78604386969627,192.18224997646027,194.64505015514806,3682400
2021-02-11,194.03404235839844,194.52284447022993,192.53005682360237,194.2972401855679,2630000
2021-02-12,195.03982543945312,195.05861503718822,193.45122949537048,193.53582571479154,2416700
2021-02-16,194.69204711914062,195.88584654693403,194.12805789276746,195.8106451147763,4955700
2021-02-17,194.28785705566406,194.48524826629455,192.73685439896235,193.6580611925937,4484000
2021-02-18,193.16925048828125,193.723844894029,191.76865075914293,192.91544745694347,3658900
2021-02-19,193.61105346679688,194.60744732403467,193.31024774367268,194.04344376478,4921800
2021-02-22,191.7686309814453,193.19742930635294,191.67463996178844,192.4360346340707,4400300
2021-02-23,191.7404327392578,192.3984272513834,187.39765461602445,190.39624497471593,5707900
2021-02-24,193.89306640625,194.09045762310586,190.61247372273795,191.38327767520377,3722800
2021-02-25,188.8264617919922,193.99644145453658,187.9992604561594,193.3948443948051,7581100
2021-02-26,188.0745086669922,190.52790019997963,186.63631511419356,189.86990549334118,6324600
2021-03-01,192.9060821533203,193.49828453592394,190.88509542319008,190.96028252088453,4691800
2021-03-02,191.09185791015625,193.2162589100644,190.97906293430503,193.16925622239089,4859000
2021-03-03,188.33766174316406,191.3268431321268,188.16845494844998,191.02605177059854,4334000
2021-03-04,185.35789489746094,189.16488323717246,182.8481061969773,188.036876067475,7198800
2021-03-05,188.70425415039062,189.13665875235566,182.4626793938145,187.40705468770057,6614800
2021-03-08,187.7830810546875,190.71586517367857,187.59508464712258,189.35287328982471,4281400
2021-03-09,190.69703674316406,192.08824153555867,189.60665198201772,190.09543971028157,4116100
2021-03-10,192.06007385253906,192.95306757561366,191.39267008877184,192.2762690112776,4133800
2021-03-11,194.5698699951172,195.35946356931106,193.3666756887625,193.7144697848034,4102700
2021-03-12,194.95521545410156,195.01162727708703,193.21623100696704,193.78962929008162,4069000
2021-03-15,196.31826782226562,196.36525617103788,194.00587020299918,195.26546202610155,3421900
2021-03-16,195.5286407470703,196.74124410268644,194.91764884076886,196.59084124035775,4599900
2021-03-17,196.27125549316406,196.73184455961314,193.97766193194903,194.87065566289237,3347000
2021-03-18,192.69927978515625,195.93286999451314,192.48308460930045,195.00226830906894,3641900
2021-03-19,192.94363403320312,193.78023016065933,191.35505234553852,192.8308390678129,3871000
2021-03-22,193.98703002929688,194.8236261547547,193.0564428806401,193.5264410262502,3603900
2021-03-23,191.7780303955078,194.05281949795915,191.42082724659926,193.81782044593064,4764800
2021-03-24,190.189453125,193.4982441175292,190.189453125,192.85903917497907,4014500
2021-03-25,191.59661865234375,192.07762357239912,188.15420413263453,189.49344536244757,4976800
2021-03-26,194.72776794433594,194.8880980833277,191.68146652149102,192.50198381839024,3554900
