Price,Close,High,Low,Open,Volume
Ticker,USDT-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD
Date,,,,,
2020-05-22,1.0022870302200317,1.0057599544525146,0.9965879917144775,1.0028330087661743,37971264880
2020-05-23,1.005537986755371,1.0065100193023682,0.9954620003700256,1.0020999908447266,33726005349
2020-05-24,1.0010889768600464,1.0156869888305664,0.9954149723052979,1.0055840015411377,38944229194
2020-05-25,1.0031989812850952,1.0065569877624512,0.9934300184249878,1.0007729530334473,35985513624
2020-05-26,0.9980080127716064,1.007470965385437,0.9932810068130493,1.002892017364502,32858110128
2020-05-27,1.004554033279419,1.007694959640503,0.993241012096405,0.9983069896697998,35192290092
2020-05-28,1.0011529922485352,1.0081080198287964,0.9952359795570374,1.004122018814087,38116870951
2020-05-29,1.0033550262451172,1.0077179670333862,0.9987620115280151,1.000831961631775,36706734857
2020-05-30,1.0004030466079712,1.0044139623641968,0.9909780025482178,1.0029499530792236,40377918880
2020-05-31,0.9980329871177673,1.006363034248352,0.9945039749145508,1.0004149675369263,35009124470
2020-06-01,1.0011210441589355,1.0034339427947998,0.9856510162353516,0.9996010065078735,39619617695
2020-06-02,0.9975240230560303,1.0353089570999146,0.9958699941635132,1.001170039176941,45585907575
2020-06-03,1.0000059604644775,1.0065640211105347,0.9965749979019165,0.9968219995498657,30557149519
2020-06-04,1.0025089979171753,1.0110739469528198,0.9922909736633301,1.0003509521484375,31617065491
2020-06-05,1.003026008605957,1.0140949487686157,0.9971709847450256,1.0026179552078247,29614424319
2020-06-06,0.9993029832839966,1.0114669799804688,0.9948800206184387,1.003108024597168,23548822467
2020-06-07,1.0030139684677124,1.0066670179367065,0.9959390163421631,0.9993939995765686,29418233806
2020-06-08,1.0021369457244873,1.0080169439315796,0.9958360195159912,1.0030629634857178,23773499797
2020-06-09,1.0034689903259277,1.0170340538024902,0.9974150061607361,1.0022289752960205,25504409744
2020-06-10,1.0014359951019287,1.010910987854004,0.9884269833564758,1.003715991973877,26529161098
2020-06-11,1.000601053237915,1.0119999647140503,0.9968969821929932,1.001546025276184,39277703093
2020-06-12,1.0031150579452515,1.0062639713287354,0.9958630204200745,1.0009870529174805,28748565604
2020-06-13,1.0020780563354492,1.005167007446289,0.9996830224990845,1.003288984298706,21716523327
2020-06-14,1.0054470300674438,1.009179949760437,0.9976819753646851,1.001999020576477,21206505066
2020-06-15,1.0021779537200928,1.013038992881775,0.9979320168495178,1.0052729845046997,33118696637
2020-06-16,1.0003329515457153,1.0054279565811157,0.9989039897918701,1.0021450519561768,25217650481
2020-06-17,1.000372052192688,1.003798007965088,0.9963610172271729,1.0003629922866821,24323246034
2020-06-18,1.0020179748535156,1.0043400526046753,0.9970970153808594,1.0005179643630981,21264596740
2020-06-19,0.9938290119171143,1.005676031112671,0.9937719702720642,1.0020530223846436,23397934727
2020-06-20,0.9988840222358704,1.0061860084533691,0.9914500117301941,0.994513988494873,20222952960
2020-06-21,1.0013630390167236,1.0046629905700684,0.9962350130081177,0.9986810088157654,18590123868
2020-06-22,0.9979249835014343,1.003350019454956,0.9905589818954468,1.00177800655365,25901068733
2020-06-23,1.0030380487442017,1.0039169788360596,0.9918829798698425,0.9983720183372498,21481732223
2020-06-24,1.000303030014038,1.0117460489273071,0.9967250227928162,1.0028109550476074,25367004473
2020-06-25,1.0001020431518555,1.0053470134735107,0.9924870133399963,1.0002349615097046,21617089198
2020-06-26,0.998956024646759,1.0071920156478882,0.9974719882011414,1.0003420114517212,22595324560
2020-06-27,1.0040309429168701,1.012603998184204,0.9965680241584778,0.9989489912986755,22069989504
2020-06-28,1.0025149583816528,1.0142569541931152,0.9895370006561279,1.0039290189743042,18015458533
2020-06-29,1.0019840002059937,1.007187008857727,0.9970449805259705,1.001613974571228,20201360245
2020-06-30,0.9999039769172668,1.007680058479309,0.9982950091362,1.0014280080795288,18926019120
2020-07-01,1.0015610456466675,1.0067390203475952,0.9974939823150635,0.999646008014679,20410901924
2020-07-02,1.0157179832458496,1.0202629566192627,0.9987090229988098,1.0009549856185913,21713824216
2020-07-03,0.999521017074585,1.0183169841766357,0.9979259967803955,1.0157129764556885,17207532375
2020-07-04,1.0010780096054077,1.0098379850387573,0.9957039952278137,0.9997559785842896,16834529314
2020-07-05,0.998898983001709,1.005642056465149,0.9968460202217102,1.0002340078353882,18453609716
